0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4157e+07,-2.966e+06,2.4265e+06,-3.1219e+05,-57036,-5.6596e+06,-1.45e+07,-1.4343e+07,-1.4872e+07,-5.2662e+06,-3.5056e+06,6.0802e+06,-7.5431e+05,-1.0355e+07,-1.2778e+07,-7.12e+06,-7.596e+06,9.6379e+06,-4.7785e+06,-3.0645e+05,-2.2454e+06,-3.9515e+06,-4.4882e+06,-5.7145e+06,-1.5057e+07,-4.4504e+06,-3.4543e+06,3.1705e+06,-1.5947e+06,-4.367e+06,-2.7185e+06,-1.5981e+06,7.4595e+06,-1.0237e+07,-1.8633e+07,-4.3998e+06,3.7306e+05,-3.9801e+06,-3.0739e+06,-2.0684e+06,1.1939e+06,-2.9143e+06,2.993e+05,5.0652e+06,-1.1137e+07,-5.8208e+06,-4.5309e+06,-1.2904e+06,-1.5846e+06,-6.2731e+06,-8.9222e+06,-2.0846e+05,-9.4075e+06,-1.1335e+07,-5.6992e+06,-5.9119e+06,-1.0309e+06,-3.8175e+06,-7.1672e+06,-8.2552e+06,-7.3388e+06,-7.6812e+06,-2.7546e+06,-5.0259e+06,-1.8527e+07,-6.8615e+07,-3.5671e+07,200,9142.8,9294.1,10428,9634.7,9791.2,10735,12218,13390,13229,9551,9505.6,9040.7,9264.3,12659,13427,19828,19844,8919.9,7179.7,1309.7,1418.8,1503.4,1620,1591.5,17463,1467.6,9928.8,1631.8,2565.2,1454.3,1458.2,1504.1,9602.9,9641.5,10826,9595.4,9485.5,10120,10516,10627,10675,10741,13411,11963,9377,9704.4,10864,9466.5,8362.6,8822.4,11860,17753,26105,13160,8173.3,6807.9,1615.3,10471,9656.5,9537.7,9566.2,9579.1,1504.6,1602.3,23274,3.2533e+05,17389,0,0
1.4171e+07,-2.9659e+06,2.4451e+06,-3.0884e+05,-54771,-5.6574e+06,-1.4495e+07,-1.4342e+07,-1.4872e+07,-5.2662e+06,-3.507e+06,6.0734e+06,-7.5917e+05,-1.0368e+07,-1.2778e+07,-7.1404e+06,-7.6165e+06,9.6303e+06,-4.7814e+06,-3.0709e+05,-2.2463e+06,-3.9537e+06,-4.4897e+06,-5.7159e+06,-1.506e+07,-4.4514e+06,-3.454e+06,3.1715e+06,-1.5892e+06,-4.368e+06,-2.7183e+06,-1.5986e+06,7.4797e+06,-1.0219e+07,-1.8603e+07,-4.3889e+06,3.864e+05,-3.9819e+06,-3.0725e+06,-2.0681e+06,1.1934e+06,-2.9131e+06,2.9785e+05,5.0585e+06,-1.113e+07,-5.8221e+06,-4.5324e+06,-1.2893e+06,-1.5853e+06,-6.2764e+06,-8.9267e+06,-2.0666e+05,-9.4123e+06,-1.133e+07,-5.7037e+06,-5.9157e+06,-1.0307e+06,-3.8026e+06,-7.1675e+06,-8.255e+06,-7.339e+06,-7.6809e+06,-2.7545e+06,-5.0258e+06,-1.8559e+07,-6.833e+07,-3.5706e+07,200,35190,32311,23159,14611,14356,16672,21025,15655,15369,10353,10342,7367.3,8982.8,14207,15691,21750,21533,8556.1,5996.3,1541.2,1479,1496.2,1871,1681.1,18774,1457.7,10113,1866.3,2199.2,1466.6,1452.7,1645.2,35469,38266,36752,23208,23773,13681,15955,15807,15640,15939,18035,15155,13767,11756,10471,9081.5,8252.7,10300,15130,23555,34450,16951,9452,6288.2,1587.2,9334,7214.5,7041.6,7170.7,7165.5,1592,1553.6,21192,2.2187e+05,31411,0,0
1.4146e+07,-3.0059e+06,2.4416e+06,-3.1374e+05,-61262,-5.667e+06,-1.4525e+07,-1.4354e+07,-1.4883e+07,-5.2661e+06,-3.5077e+06,6.0725e+06,-7.5915e+05,-1.0379e+07,-1.279e+07,-7.1557e+06,-7.6311e+06,9.6229e+06,-4.7809e+06,-3.0777e+05,-2.2462e+06,-3.9555e+06,-4.4911e+06,-5.7176e+06,-1.5053e+07,-4.4522e+06,-3.45e+06,3.1716e+06,-1.584e+06,-4.3692e+06,-2.7184e+06,-1.599e+06,7.4569e+06,-1.0244e+07,-1.8629e+07,-4.4011e+06,3.7741e+05,-3.9859e+06,-3.0743e+06,-2.072e+06,1.1883e+06,-2.9158e+06,2.6275e+05,5.0496e+06,-1.1125e+07,-5.8161e+06,-4.53e+06,-1.2778e+06,-1.5793e+06,-6.2687e+06,-8.9273e+06,-2.202e+05,-9.4157e+06,-1.1326e+07,-5.7017e+06,-5.9103e+06,-1.0312e+06,-3.8009e+06,-7.1656e+06,-8.2509e+06,-7.3365e+06,-7.6772e+06,-2.755e+06,-5.0264e+06,-1.8578e+07,-6.8478e+07,-3.5725e+07,200,12472,16358,14916,15466,15940,32372,28104,17840,19298,17782,14783,10013,17789,29537,18049,25194,25212,13378,7427.3,1359.6,1490.2,1447.8,1720.4,1632,19348,1340.1,10544,1590.4,2209.7,1263.8,1320.2,1438.9,12329,11937,15652,11569,11386,11085,15902,16891,16960,17522,30579,22706,16011,10639,9980.6,7525.5,9022,13750,20924,26580,32140,21531,12221,7202.8,1440.5,8760.2,9165.9,9398.7,9280.8,9275.1,1379.7,1456.9,17598,1.6425e+05,20261,0,0
1.4172e+07,-2.9944e+06,2.4637e+06,-3.0684e+05,-55698,-5.6616e+06,-1.4549e+07,-1.4364e+07,-1.4893e+07,-5.2614e+06,-3.5042e+06,6.0701e+06,-7.5765e+05,-1.0386e+07,-1.28e+07,-7.1616e+06,-7.6363e+06,9.619e+06,-4.7828e+06,-3.0724e+05,-2.2443e+06,-3.9561e+06,-4.4921e+06,-5.7184e+06,-1.5051e+07,-4.4518e+06,-3.4476e+06,3.173e+06,-1.5787e+06,-4.3694e+06,-2.7175e+06,-1.5983e+06,7.4839e+06,-1.022e+07,-1.8612e+07,-4.3895e+06,3.9604e+05,-3.9793e+06,-3.08e+06,-2.0803e+06,1.1782e+06,-2.9252e+06,2.7464e+05,5.0422e+06,-1.1125e+07,-5.812e+06,-4.5252e+06,-1.2746e+06,-1.581e+06,-6.2704e+06,-8.9325e+06,-2.1471e+05,-9.4123e+06,-1.1328e+07,-5.7058e+06,-5.9124e+06,-1.0297e+06,-3.806e+06,-7.1631e+06,-8.2469e+06,-7.3338e+06,-7.6735e+06,-2.7541e+06,-5.0265e+06,-1.8596e+07,-6.8423e+07,-3.5736e+07,200,30944,32855,18870,14810,14866,18378,17214,18314,17844,12204,11971,9593,11235,19157,18530,26783,26650,10177,7035.4,1423.4,1718.5,1525.2,1793.9,1787.6,22812,1468.2,12554,1784.8,2694.1,1562.6,1577.4,1654.9,30934,33625,33700,21182,20817,15857,20096,21431,21732,21848,22226,23544,14570,12693,13309,9701,10826,13468,22192,32641,51172,24690,13772,8588.3,1616.8,10859,7476.1,7607.6,7683.2,7689.7,1792.8,1673,13789,1.7935e+05,25749,0,0
1.4154e+07,-3.0296e+06,2.4603e+06,-3.088e+05,-59483,-5.6656e+06,-1.4554e+07,-1.4375e+07,-1.4905e+07,-5.2591e+06,-3.502e+06,6.0686e+06,-7.6004e+05,-1.04e+07,-1.2812e+07,-7.1714e+06,-7.6466e+06,9.6135e+06,-4.7822e+06,-3.0719e+05,-2.2428e+06,-3.9578e+06,-4.4926e+06,-5.7192e+06,-1.5049e+07,-4.4521e+06,-3.4429e+06,3.1747e+06,-1.5736e+06,-4.3702e+06,-2.717e+06,-1.598e+06,7.4659e+06,-1.0243e+07,-1.8646e+07,-4.4016e+06,3.8667e+05,-3.9809e+06,-3.0958e+06,-2.0987e+06,1.1582e+06,-2.9435e+06,2.5988e+05,5.0191e+06,-1.1127e+07,-5.8063e+06,-4.5163e+06,-1.2717e+06,-1.5822e+06,-6.273e+06,-8.9457e+06,-2.286e+05,-9.4237e+06,-1.1338e+07,-5.7094e+06,-5.9157e+06,-1.0291e+06,-3.8103e+06,-7.1614e+06,-8.2439e+06,-7.3315e+06,-7.6698e+06,-2.7535e+06,-5.026e+06,-1.8629e+07,-6.8472e+07,-3.5717e+07,200,10832,14053,11093,10890,11174,11583,11718,16017,15614,10196,10030,8309.9,9871.1,13941,15999,22074,21947,8629,6185.2,1406.6,1474.7,1510.3,1590.8,1821.5,17691,1432.6,9320.3,1621.3,2129,1385.4,1413.3,1511.3,10332,10857,12364,11039,10848,10207,10537,11093,11373,11135,14842,13051,9875.1,9173.4,9563.7,8209.4,8280.9,9697.9,13838,21098,30404,15027,9462.8,6926.4,1696.7,7149.3,7776.2,7858.6,7845.1,7808.8,1541.4,1637.6,19536,1.595e+05,11623,0,0
1.4151e+07,-3.0455e+06,2.4609e+06,-3.0684e+05,-58342,-5.6603e+06,-1.4538e+07,-1.4372e+07,-1.4902e+07,-5.2542e+06,-3.4975e+06,6.0742e+06,-7.5442e+05,-1.0398e+07,-1.2809e+07,-7.173e+06,-7.6483e+06,9.6175e+06,-4.7748e+06,-3.0757e+05,-2.2418e+06,-3.9591e+06,-4.4933e+06,-5.7197e+06,-1.5054e+07,-4.4523e+06,-3.4465e+06,3.1758e+06,-1.5687e+06,-4.3712e+06,-2.7163e+06,-1.5975e+06,7.464e+06,-1.0247e+07,-1.8655e+07,-4.4058e+06,3.8062e+05,-3.9798e+06,-3.0965e+06,-2.1e+06,1.1556e+06,-2.9445e+06,2.5721e+05,5.0129e+06,-1.1123e+07,-5.8001e+06,-4.5086e+06,-1.2685e+06,-1.5769e+06,-6.2703e+06,-8.9445e+06,-2.3513e+05,-9.4217e+06,-1.1333e+07,-5.7078e+06,-5.9136e+06,-1.0289e+06,-3.8087e+06,-7.1594e+06,-8.2411e+06,-7.3298e+06,-7.667e+06,-2.7527e+06,-5.0255e+06,-1.8651e+07,-6.8452e+07,-3.5701e+07,200,8355.4,9577.8,8628.5,9113.7,9191.6,9475,14007,14039,13678,9121.6,9090.1,7402.7,8218.3,12605,14142,20537,20324,7802.3,5373.3,1393.4,1449.8,1425.9,1747,1680.7,20328,1412.6,10218,1770,2095,1496.7,1475,1584.1,8151.8,9338.9,8953.7,9156.2,8991.3,10633,9764.2,9961.6,10019,9934.9,14791,11922,10007,9696.7,10843,8202,8412.7,10129,14619,22830,34321,16670,9745.6,6525.2,1584.9,8062.4,7909.5,7960.9,7857.9,8033.8,1393.4,1561.8,14497,1.605e+05,14303,0,0
1.4157e+07,-3.0498e+06,2.4683e+06,-3.0817e+05,-60243,-5.6536e+06,-1.4516e+07,-1.4371e+07,-1.4903e+07,-5.2579e+06,-3.5025e+06,6.0704e+06,-7.5994e+05,-1.0394e+07,-1.281e+07,-7.1785e+06,-7.6533e+06,9.6142e+06,-4.7749e+06,-3.0761e+05,-2.2409e+06,-3.9602e+06,-4.4942e+06,-5.7206e+06,-1.5055e+07,-4.4524e+06,-3.4429e+06,3.1765e+06,-1.5635e+06,-4.3717e+06,-2.7161e+06,-1.5972e+06,7.4713e+06,-1.0233e+07,-1.8639e+07,-4.3982e+06,3.7827e+05,-3.9834e+06,-3.0899e+06,-2.0928e+06,1.1618e+06,-2.9365e+06,2.6748e+05,5.0205e+06,-1.1119e+07,-5.8007e+06,-4.5144e+06,-1.2743e+06,-1.5781e+06,-6.27e+06,-8.94e+06,-2.2758e+05,-9.4143e+06,-1.1323e+07,-5.7082e+06,-5.9146e+06,-1.0285e+06,-3.8056e+06,-7.1589e+06,-8.2392e+06,-7.3287e+06,-7.6651e+06,-2.7518e+06,-5.0254e+06,-1.8654e+07,-6.8416e+07,-3.5707e+07,200,9512.2,8656.6,9875.3,9092.3,9236,11082,13157,15512,14876,8315.4,8173.2,6708,8414.9,14389,15661,25400,25132,8690.4,5809.3,1386.3,1431.4,1410.6,1674.8,1703.6,20778,1299.3,10395,1580.3,2318.7,1370.1,1362.1,1609.7,9519.2,10133,12427,10398,8665.2,9394.2,10907,11097,11070,11188,15990,13195,10194,8762.9,8562,6376.3,6909.3,8921.9,13522,21523,31798,15432,8509.7,5599.1,1562.1,7936.9,7256.9,7272.5,7247.4,7343.7,1453.6,1552,19749,1.6198e+05,11869,0,0
1.4164e+07,-3.0535e+06,2.4855e+06,-2.9873e+05,-52617,-5.6458e+06,-1.451e+07,-1.4374e+07,-1.4906e+07,-5.253e+06,-3.4991e+06,6.0741e+06,-7.5807e+05,-1.0376e+07,-1.2814e+07,-7.1836e+06,-7.6585e+06,9.6138e+06,-4.7678e+06,-3.0851e+05,-2.2395e+06,-3.962e+06,-4.4955e+06,-5.7221e+06,-1.506e+07,-4.4532e+06,-3.4417e+06,3.1775e+06,-1.5585e+06,-4.373e+06,-2.7159e+06,-1.5974e+06,7.4796e+06,-1.0228e+07,-1.8635e+07,-4.3927e+06,3.8247e+05,-3.9726e+06,-3.0823e+06,-2.086e+06,1.1675e+06,-2.9292e+06,2.6686e+05,5.0287e+06,-1.1108e+07,-5.7897e+06,-4.5084e+06,-1.2684e+06,-1.5707e+06,-6.2618e+06,-8.9368e+06,-2.2452e+05,-9.4161e+06,-1.1314e+07,-5.7044e+06,-5.9097e+06,-1.0282e+06,-3.7925e+06,-7.1584e+06,-8.2371e+06,-7.3278e+06,-7.6635e+06,-2.7517e+06,-5.0253e+06,-1.8713e+07,-6.8386e+07,-3.5716e+07,200,9271.4,10263,10255,9765.6,9940.9,11980,12801,16684,15724,9341.9,9195.3,7528.4,8993.1,15190,16898,25195,25013,8440.6,5830.2,1464.2,1343.9,1618.6,1782.1,1793.6,20475,1463.2,10265,1598.4,2003.9,1506,1396,1498.3,9231.8,8551.2,9481.3,8687.3,8752.6,9845.2,9042.6,9237,9101.6,9246.3,14694,11309,9259.7,9277.1,10280,7995.2,8091.9,8580.8,12406,18817,28442,14074,8345.8,6389.5,1502.8,7807,7020.8,7330.7,7279.5,7247.3,1392.3,1571.8,19479,1.6315e+05,15210,0,0
1.416e+07,-3.0823e+06,2.4792e+06,-3.0994e+05,-65069,-5.6591e+06,-1.4532e+07,-1.4391e+07,-1.4924e+07,-5.2668e+06,-3.5138e+06,6.0653e+06,-7.7003e+05,-1.0384e+07,-1.2831e+07,-7.1943e+06,-7.6692e+06,9.6047e+06,-4.7713e+06,-3.0895e+05,-2.2387e+06,-3.9638e+06,-4.4972e+06,-5.7239e+06,-1.5059e+07,-4.4543e+06,-3.4353e+06,3.1779e+06,-1.5543e+06,-4.3739e+06,-2.7161e+06,-1.5976e+06,7.4773e+06,-1.0222e+07,-1.8615e+07,-4.3949e+06,3.7564e+05,-3.9789e+06,-3.0792e+06,-2.0827e+06,1.1696e+06,-2.9242e+06,2.7075e+05,5.0346e+06,-1.1103e+07,-5.7932e+06,-4.5193e+06,-1.273e+06,-1.5728e+06,-6.2636e+06,-8.9324e+06,-2.2008e+05,-9.4085e+06,-1.1306e+07,-5.7043e+06,-5.9105e+06,-1.0284e+06,-3.7778e+06,-7.1511e+06,-8.2288e+06,-7.3198e+06,-7.6555e+06,-2.7518e+06,-5.0261e+06,-1.8665e+07,-6.8393e+07,-3.5811e+07,200,10428,17938,11901,11917,12501,15648,24277,19576,19372,11387,11065,7290.4,10476,15964,20051,27952,27843,9898,5885.1,1491,1486.2,1507.5,1775,1833.6,23956,1391.5,11808,1602.1,2052.6,1480.9,1439.6,1467.9,10389,13936,25298,10356,10315,10559,11413,12357,12237,12857,19940,16212,10701,9099.7,10647,7097.6,7764.6,9418.5,15309,22880,31542,16070,9208.2,6255.2,1476,10046,8620.1,8910.5,8794.7,8756.9,1456.2,1658.8,72065,1.622e+05,90093,0,0
